Image,Class,Nose_X,Nose_Y,Nose_Confidence,Left_Eye_X,Left_Eye_Y,Left_Eye_Confidence,Right_Eye_X,Right_Eye_Y,Right_Eye_Confidence,Left_Ear_X,Left_Ear_Y,Left_Ear_Confidence,Right_Ear_X,Right_Ear_Y,Right_Ear_Confidence,Left_Shoulder_X,Left_Shoulder_Y,Left_Shoulder_Confidence,Right_Shoulder_X,Right_Shoulder_Y,Right_Shoulder_Confidence,Left_Elbow_X,Left_Elbow_Y,Left_Elbow_Confidence,Right_Elbow_X,Right_Elbow_Y,Right_Elbow_Confidence,Left_Wrist_X,Left_Wrist_Y,Left_Wrist_Confidence,Right_Wrist_X,Right_Wrist_Y,Right_Wrist_Confidence,Left_Hip_X,Left_Hip_Y,Left_Hip_Confidence,Right_Hip_X,Right_Hip_Y,Right_Hip_Confidence,Left_Knee_X,Left_Knee_Y,Left_Knee_Confidence,Right_Knee_X,Right_Knee_Y,Right_Knee_Confidence,Left_Ankle_X,Left_Ankle_Y,Left_Ankle_Confidence,Right_Ankle_X,Right_Ankle_Y,Right_Ankle_Confidence
C:\miniproject\dataset\B_R_S\2174.jpg,B_R_S,0.4051944,0.49976796,0.3729155,0.3929151,0.49579275,0.3977798,0.39580375,0.5038661,0.38725924,0.39342824,0.48212308,0.48934966,0.3942791,0.5081093,0.5635256,0.42193332,0.4661839,0.5074202,0.4207681,0.51810753,0.47964346,0.4633366,0.45324078,0.42662898,0.45639902,0.52761644,0.40556195,0.4749413,0.46536624,0.33380228,0.47468144,0.5000587,0.23444374,0.50754595,0.47543392,0.6074897,0.5044429,0.510241,0.600513,0.5852588,0.46910885,0.41039845,0.5757256,0.5263411,0.37845907,0.6631521,0.45501688,0.56466985,0.6354216,0.537205,0.5184635
C:\miniproject\dataset\B_R_S\2175.jpg,B_R_S,0.40613428,0.5018451,0.38155183,0.39364192,0.4983289,0.39377567,0.39667806,0.5064414,0.37999964,0.39437246,0.47840562,0.4058106,0.39481634,0.51091254,0.5937109,0.42295492,0.46749842,0.53246903,0.41866216,0.5163043,0.4554199,0.46412665,0.45253772,0.4290089,0.46100217,0.5275188,0.40826163,0.47664487,0.4650765,0.34618136,0.47227496,0.50273895,0.24611875,0.50841385,0.47553107,0.6136444,0.50558245,0.5105991,0.60184413,0.5864741,0.46750507,0.389293,0.5750451,0.5275966,0.36457935,0.6637604,0.4543774,0.5676754,0.6314036,0.5344052,0.48584342
C:\miniproject\dataset\B_R_S\2176.jpg,B_R_S,0.40742543,0.4990906,0.35754895,0.39467224,0.49525076,0.40973714,0.39814895,0.5038582,0.4405199,0.3940364,0.48258302,0.4959145,0.39606822,0.50955474,0.6137694,0.42195204,0.46755463,0.49900445,0.4195907,0.5162612,0.48396847,0.46372527,0.4495774,0.44458595,0.459026,0.52740073,0.42982864,0.4774507,0.4637182,0.32156718,0.47561532,0.50234354,0.24358848,0.50766075,0.47441515,0.60454476,0.506069,0.5101609,0.59500086,0.58771175,0.46606666,0.36989865,0.57553166,0.52326125,0.3878399,0.66353095,0.4528701,0.58823216,0.6359456,0.53132594,0.44052416
C:\miniproject\dataset\B_R_S\2177.jpg,B_R_S,0.4055659,0.503515,0.41688117,0.39292946,0.4998587,0.3918082,0.3967045,0.50702465,0.41278994,0.3946884,0.48362505,0.48693004,0.39645657,0.50861555,0.60455966,0.42328012,0.4642302,0.56887007,0.4222337,0.52128154,0.42330807,0.465007,0.44930273,0.47544843,0.45908058,0.526726,0.42533693,0.48398057,0.46536535,0.33329672,0.47838956,0.50414246,0.25684616,0.5092778,0.47210798,0.60223305,0.5076481,0.5083831,0.615875,0.5880761,0.47012618,0.3460122,0.57571214,0.52327865,0.45469815,0.6642007,0.45242444,0.5990755,0.63446957,0.52936953,0.4248731
C:\miniproject\dataset\B_R_S\2178.jpg,B_R_S,0.40281895,0.5067411,0.4605132,0.39170313,0.49985057,0.36298263,0.39392382,0.509764,0.39014053,0.39469823,0.4802373,0.48532033,0.39649346,0.5105687,0.60624635,0.42456368,0.4640344,0.6199271,0.4211419,0.51927936,0.5474983,0.46699685,0.45163164,0.500943,0.46503907,0.5226065,0.3449911,0.48899955,0.46716994,0.3501854,0.48304135,0.501101,0.26010254,0.5143283,0.47266185,0.56092185,0.5110502,0.50833476,0.5965827,0.5905511,0.47175646,0.4213392,0.5764696,0.52426904,0.5018994,0.66668224,0.45320213,0.5843285,0.6323895,0.5313132,0.48038208
C:\miniproject\dataset\B_R_S\2179.jpg,B_R_S,0.4039717,0.5052463,0.43637142,0.39292195,0.49919376,0.3256443,0.39464438,0.50992054,0.37902012,0.39481905,0.48088664,0.4713936,0.39562902,0.5132855,0.60475683,0.4258339,0.46330476,0.64079034,0.42188984,0.5184527,0.54852045,0.47086924,0.4475472,0.52100116,0.4635948,0.5234165,0.37060538,0.4847519,0.46732894,0.3573288,0.48071277,0.5013699,0.26564837,0.5147612,0.4703469,0.49584386,0.51034766,0.5087371,0.5802973,0.5915072,0.47058198,0.34299034,0.57975125,0.52606016,0.42097124,0.66698116,0.45156106,0.540692,0.6342985,0.5355991,0.49159804
C:\miniproject\dataset\B_R_S\2180.jpg,B_R_S,0.40560535,0.5030938,0.44223896,0.39296466,0.5002086,0.4445563,0.3967151,0.50802165,0.43457213,0.3951213,0.48014203,0.4643257,0.39676756,0.5120646,0.633386,0.4260265,0.46155572,0.651373,0.4221211,0.5172706,0.5450491,0.47007728,0.44777733,0.52943486,0.46153954,0.5236732,0.364739,0.48847017,0.4674002,0.3756208,0.48431996,0.5017292,0.2817026,0.5134962,0.47031626,0.5424803,0.50990415,0.5083167,0.5870133,0.59050024,0.46887958,0.33844313,0.57869387,0.52612096,0.42464444,0.6665478,0.45174882,0.5354802,0.63209903,0.5352968,0.4944643
C:\miniproject\dataset\B_R_S\2181.jpg,B_R_S,0.40508342,0.50530386,0.46682623,0.39406347,0.49918345,0.3648583,0.39620894,0.5091535,0.4321578,0.39499712,0.48055878,0.46327296,0.39633462,0.51108146,0.6173741,0.4264962,0.46091014,0.6575245,0.42198944,0.5169046,0.5304811,0.46973282,0.44735858,0.53393537,0.46132305,0.5231977,0.35999644,0.49010667,0.46754584,0.3780469,0.48487544,0.5018024,0.28641024,0.51477695,0.47047976,0.52077705,0.5117137,0.5086744,0.57957286,0.59112775,0.4678368,0.33485663,0.5792923,0.52652645,0.4161661,0.66567457,0.45231083,0.53726065,0.63056254,0.5352513,0.49670133
C:\miniproject\dataset\B_R_S\2182.jpg,B_R_S,0.40584806,0.50501764,0.45632324,0.3948551,0.49860948,0.33997998,0.39702147,0.50897753,0.44388494,0.39566737,0.479883,0.4425959,0.39703134,0.5111325,0.6412509,0.42662415,0.46024957,0.6593066,0.4224646,0.51701885,0.54545325,0.4701658,0.44774017,0.53361416,0.46466187,0.52527696,0.38399243,0.48488802,0.46376753,0.32043457,0.48433584,0.50211775,0.28078324,0.5138959,0.4706598,0.5503606,0.51088434,0.5092828,0.5864024,0.59172124,0.46810004,0.34406352,0.5835258,0.52729887,0.33450317,0.66605055,0.45169932,0.52749175,0.63314974,0.5358464,0.50009423
C:\miniproject\dataset\B_R_S\2183.jpg,B_R_S,0.40423244,0.5043205,0.4707105,0.39322034,0.4982586,0.34676626,0.3955154,0.50838035,0.43621168,0.39444268,0.4801853,0.44969967,0.39619315,0.5113001,0.62538767,0.42499378,0.46196535,0.6171629,0.42231125,0.5189179,0.5322109,0.46677527,0.45244363,0.5111211,0.4636765,0.52634823,0.41180775,0.4882626,0.46731672,0.3393716,0.4811214,0.5030825,0.26861265,0.5140462,0.47146314,0.56535923,0.51196396,0.5098464,0.59010565,0.58822435,0.4695189,0.36081687,0.58072126,0.52593756,0.3532818,0.6662626,0.4510969,0.55251956,0.6332984,0.53319526,0.5021737
C:\miniproject\dataset\B_R_S\2184.jpg,B_R_S,0.40557405,0.5068989,0.45005497,0.39447355,0.50063425,0.3820166,0.396494,0.51085234,0.41618782,0.39575815,0.48170975,0.4841463,0.39801988,0.51280046,0.62757957,0.42540523,0.4614647,0.62134486,0.4237567,0.51960516,0.55583304,0.46879026,0.4525015,0.48129365,0.46260548,0.5249689,0.37726477,0.48935902,0.4631804,0.3069032,0.48601624,0.5007889,0.2756277,0.5155429,0.47164983,0.54217905,0.513514,0.5091461,0.5525623,0.5920642,0.4677819,0.3224453,0.5800539,0.52434224,0.3803241,0.66546756,0.45156723,0.5053466,0.6335876,0.5319482,0.5162333
C:\miniproject\dataset\B_R_S\2185.jpg,B_R_S,0.40318128,0.50815094,0.37326705,0.39821103,0.49953982,0.37731302,0.40010235,0.509178,0.5034246,0.39788038,0.48233977,0.5163595,0.39984158,0.5116357,0.6853973,0.4273552,0.4644484,0.64428794,0.42455018,0.51685864,0.5754572,0.47099528,0.45277983,0.4986522,0.46126902,0.5230179,0.36915788,0.48568308,0.45996863,0.33411628,0.4835437,0.49991772,0.26587853,0.51160693,0.4710372,0.46545172,0.5125521,0.5079111,0.5340224,0.5925351,0.46917158,0.313291,0.5820147,0.5225514,0.41627032,0.66865385,0.45112258,0.45969677,0.6403166,0.5294873,0.3932546
C:\miniproject\dataset\B_R_S\2186.jpg,B_R_S,0.40399164,0.5120733,0.41579723,0.39867935,0.50202656,0.37823683,0.40022412,0.5120341,0.4355064,0.39875054,0.4832347,0.496954,0.40064943,0.5123805,0.68465894,0.42909223,0.46859515,0.62997615,0.4290271,0.5170834,0.47377354,0.46741802,0.45433348,0.41147777,0.46682903,0.5182635,0.39695454,0.48029727,0.46638364,0.25275856,0.48290318,0.49991024,0.26751494,0.5159712,0.47133136,0.51443815,0.51582545,0.5068384,0.4810104,0.59519935,0.47004637,0.29971787,0.58528423,0.5221305,0.4236245,0.67181224,0.45056936,0.4476879,0.6414017,0.52759737,0.3896629
C:\miniproject\dataset\B_R_S\2187.jpg,B_R_S,0.40933374,0.5067834,0.45753226,0.40197572,0.49852502,0.26242387,0.40371674,0.5091295,0.40134972,0.40072268,0.48307386,0.5097048,0.40285394,0.51301837,0.6121062,0.43426535,0.46818846,0.60189635,0.43105647,0.5174524,0.56215245,0.47295415,0.45441762,0.4424751,0.46991622,0.5192109,0.3726801,0.49412313,0.46521747,0.34050855,0.48926905,0.5019347,0.25382698,0.51612204,0.47269678,0.5086446,0.5157267,0.5094704,0.48668635,0.59437627,0.46555698,0.41324756,0.5859567,0.5224758,0.38274223,0.6666849,0.4473477,0.40340477,0.64134806,0.526765,0.38476086
C:\miniproject\dataset\B_R_S\2188.jpg,B_R_S,0.4118958,0.5046228,0.42296135,0.40378478,0.4979543,0.26248085,0.40566325,0.50910676,0.35211003,0.4030225,0.48688638,0.582071,0.40428978,0.5161777,0.4910085,0.43429798,0.46557087,0.53302217,0.43149394,0.52353925,0.55998665,0.4769384,0.45455226,0.48186255,0.4714269,0.5246779,0.41187957,0.4998142,0.46268743,0.31641117,0.48950285,0.51289713,0.20187125,0.5168719,0.4792287,0.53856546,0.515505,0.51486075,0.3615814,0.5949277,0.4657904,0.3990615,0.5887364,0.52332264,0.43733484,0.6643776,0.44660798,0.3995001,0.6428566,0.52650523,0.3718659
C:\miniproject\dataset\B_R_S\2608.jpg,B_R_S,0.3877436,0.48246387,0.33739224,0.3795172,0.4765411,0.37606382,0.38219848,0.4882488,0.2577846,0.3811512,0.4679627,0.5441679,0.37788373,0.49851766,0.56206316,0.41130558,0.45849824,0.6343522,0.40297696,0.5202665,0.5754566,0.46367776,0.44409388,0.5621763,0.4469519,0.53170925,0.39298263,0.48687962,0.45307732,0.3890775,0.48606107,0.5130295,0.19931345,0.50807875,0.47569945,0.6122847,0.5024842,0.5190513,0.5157642,0.59583414,0.47106794,0.48914012,0.5796802,0.52078635,0.51509184,0.67675835,0.46580788,0.6122983,0.6431219,0.5298452,0.37353367
C:\miniproject\dataset\B_R_S\2609.jpg,B_R_S,0.3874552,0.48242137,0.33629942,0.3790031,0.47641414,0.36582488,0.38158098,0.48824343,0.24943367,0.3811809,0.46736237,0.52781844,0.37786946,0.49846584,0.56361634,0.41158003,0.45659587,0.60556006,0.40299118,0.5203077,0.57943535,0.4639393,0.443795,0.5714961,0.44659346,0.5316526,0.39488629,0.48345163,0.4539023,0.35864642,0.483915,0.5127623,0.19480807,0.50749457,0.47609115,0.6066385,0.5021633,0.5197926,0.5247988,0.5930852,0.47077394,0.5239456,0.5790635,0.5213129,0.531815,0.6753745,0.46526775,0.577278,0.6430842,0.5314079,0.4062122
C:\miniproject\dataset\B_R_S\2610.jpg,B_R_S,0.38885975,0.4834147,0.2683708,0.37766892,0.47921267,0.40342793,0.38045603,0.49045643,0.29430598,0.38100255,0.4682975,0.5531708,0.37788746,0.5004869,0.5806558,0.41138688,0.4582357,0.6223215,0.40367314,0.52214354,0.56941783,0.46373552,0.44391727,0.5938377,0.4475079,0.5315816,0.3982458,0.48434743,0.4522019,0.39253962,0.4827134,0.5131371,0.1920335,0.5079978,0.47689736,0.61935663,0.50279367,0.5206157,0.5521739,0.5949418,0.46850178,0.4801018,0.58073986,0.52193284,0.5454924,0.6759171,0.46313232,0.49552292,0.6471075,0.53096217,0.41622338
C:\miniproject\dataset\B_R_S\2611.jpg,B_R_S,0.38847622,0.48536518,0.27904698,0.3769366,0.48068094,0.39937,0.37956864,0.49169844,0.3246031,0.38130772,0.46780834,0.54780823,0.37744215,0.50039095,0.5866036,0.4120563,0.4571255,0.61093456,0.40437615,0.5215774,0.56583375,0.46258155,0.44372576,0.62289786,0.44715562,0.5303651,0.39595023,0.48288533,0.4519649,0.39323947,0.48135948,0.5118018,0.18045756,0.50656706,0.47770867,0.6147376,0.5006044,0.5220213,0.5289862,0.59645194,0.46928543,0.49154076,0.5781362,0.52337277,0.5162792,0.67623395,0.46401635,0.46491495,0.6423848,0.53280735,0.42854157
C:\miniproject\dataset\B_R_S\2612.jpg,B_R_S,0.392324,0.48158,0.26792926,0.38307422,0.47577584,0.35482424,0.38572595,0.4882686,0.2957111,0.38468042,0.46702433,0.54640955,0.38014624,0.497479,0.55897,0.4144279,0.4583587,0.6129288,0.40550357,0.5166313,0.63908845,0.46375015,0.44356275,0.58625126,0.44921502,0.5273173,0.41358462,0.47669294,0.4549886,0.3707535,0.48131612,0.50780106,0.16811933,0.5082723,0.47785658,0.6326155,0.5031227,0.52005947,0.5231201,0.5942062,0.4707369,0.5078417,0.5771741,0.52238613,0.50618213,0.677944,0.46326643,0.47936356,0.6426557,0.53286767,0.4077059
C:\miniproject\dataset\B_R_S\2613.jpg,B_R_S,0.39227217,0.48205417,0.26701584,0.38308656,0.47687346,0.3801319,0.38634774,0.48902172,0.279978,0.3844974,0.46878967,0.59907025,0.3809918,0.49927634,0.6165317,0.41331455,0.45945284,0.6458551,0.406094,0.5181822,0.64345574,0.46490335,0.44388086,0.60225046,0.44876406,0.5304773,0.40568858,0.48951718,0.45199338,0.44226575,0.4890126,0.5108557,0.22355638,0.509807,0.47547084,0.62267613,0.5038659,0.5175102,0.4990911,0.5983081,0.47157195,0.47862175,0.57952523,0.5214116,0.49774116,0.6786551,0.46572208,0.48278156,0.64473456,0.5339658,0.43398428
C:\miniproject\dataset\B_R_S\2614.jpg,B_R_S,0.39215842,0.4817531,0.1705554,0.38461196,0.47567022,0.40107745,0.38766462,0.48798585,0.30355445,0.38497916,0.46946308,0.62081003,0.38191357,0.49897337,0.6304994,0.4131384,0.46087688,0.6643812,0.40647626,0.51809067,0.64708316,0.46579236,0.44422626,0.5904282,0.45139286,0.52946955,0.42864588,0.48793596,0.45267534,0.4485276,0.4888335,0.50958633,0.21829194,0.5100165,0.47582796,0.620068,0.5039541,0.5175024,0.49830222,0.59921175,0.47074574,0.4744168,0.5806382,0.5204489,0.5149994,0.68038577,0.46566612,0.5165698,0.64630115,0.53143454,0.41095757
C:\miniproject\dataset\B_R_S\2615.jpg,B_R_S,0.39145088,0.48176575,0.2944208,0.38260576,0.4768625,0.41970822,0.38609716,0.48881233,0.31526747,0.38453242,0.46944794,0.617999,0.38143805,0.49900603,0.62591213,0.41287127,0.46033955,0.6523622,0.40646654,0.5177783,0.6464021,0.46546993,0.4440178,0.59092075,0.45149285,0.5293977,0.42514676,0.48720542,0.45317066,0.4573265,0.4884468,0.5089101,0.22031221,0.50993145,0.47543728,0.62928736,0.5043502,0.51682967,0.4975393,0.5972313,0.4720068,0.48388135,0.58010936,0.5215737,0.5134829,0.67884415,0.4648165,0.49302432,0.64521086,0.53269815,0.4264807
C:\miniproject\dataset\B_R_S\2616.jpg,B_R_S,0.39283285,0.48299795,0.24184446,0.38103074,0.478195,0.40920615,0.38353166,0.49043074,0.29826644,0.38416174,0.46848473,0.595071,0.37970728,0.4994196,0.6188976,0.41473693,0.45702025,0.6180697,0.40506637,0.51797295,0.6257611,0.46612245,0.4432256,0.57570857,0.45079806,0.5292566,0.4082896,0.4868394,0.4530174,0.44790757,0.4879514,0.50851697,0.20433508,0.50955594,0.4758929,0.62362874,0.50329596,0.5181405,0.49631518,0.59518194,0.47328612,0.5328443,0.574977,0.52273196,0.5704931,0.67782825,0.46559203,0.5345064,0.6425814,0.5338202,0.38235182
C:\miniproject\dataset\B_R_S\2617.jpg,B_R_S,0.38658714,0.47939268,0.34736195,0.37768674,0.47375837,0.33289072,0.3799871,0.48599023,0.26574072,0.3807369,0.46618348,0.5004198,0.37640005,0.49571982,0.505855,0.41207755,0.45575455,0.61019725,0.40362084,0.517957,0.6155997,0.4638913,0.44277897,0.6150468,0.4472919,0.52966064,0.39482957,0.4849364,0.45037454,0.42819265,0.4784496,0.5099348,0.18141533,0.50697887,0.47835585,0.63471353,0.5010632,0.5216572,0.5223286,0.5961609,0.47159377,0.5118913,0.5751831,0.5238779,0.5466559,0.67674977,0.4648331,0.48734996,0.64137435,0.5333243,0.4117736
C:\miniproject\dataset\B_R_S\2618.jpg,B_R_S,0.38388926,0.48143432,0.3290301,0.37549734,0.47538015,0.33161935,0.37850285,0.48683423,0.22855727,0.37943313,0.46739087,0.5142107,0.3762092,0.4983869,0.5357076,0.41075414,0.4571747,0.60819167,0.40368924,0.5214107,0.5528987,0.4638525,0.44206485,0.57229334,0.449155,0.5312776,0.3839324,0.4811786,0.45358375,0.415409,0.48198023,0.51125693,0.20338722,0.5065861,0.47752658,0.60776895,0.50111526,0.52112406,0.5216487,0.5920512,0.47047803,0.54519343,0.5749485,0.52381545,0.5700742,0.6747454,0.4651409,0.49975133,0.6429447,0.5312981,0.35304806
C:\miniproject\dataset\B_R_S\2619.jpg,B_R_S,0.38512108,0.47934994,0.32077572,0.3765137,0.47406274,0.28973302,0.3793315,0.48603156,0.2291911,0.37986183,0.46774286,0.508059,0.376798,0.4997794,0.55262524,0.41178483,0.4574657,0.6288944,0.4041746,0.5197377,0.61157346,0.46575266,0.44350144,0.5639584,0.45151895,0.53106153,0.36495343,0.4809206,0.45353755,0.40768787,0.4781576,0.50930053,0.18666694,0.50766665,0.47715145,0.6158658,0.5015153,0.52062905,0.5257547,0.5914298,0.4729998,0.5394305,0.5729277,0.52332705,0.5853732,0.67354953,0.4686961,0.48753503,0.6395872,0.52956444,0.3796552
C:\miniproject\dataset\B_R_S\2620.jpg,B_R_S,0.38587546,0.47986266,0.31732982,0.37732372,0.4744599,0.2954087,0.37993112,0.48670158,0.23157437,0.38076177,0.46775883,0.50944704,0.37728345,0.49952078,0.55301976,0.4119838,0.4578268,0.6316328,0.40518266,0.5192119,0.6427473,0.46524382,0.44354007,0.59562516,0.45221505,0.52912134,0.38499513,0.47745487,0.4524988,0.3947377,0.47685403,0.50787324,0.17288086,0.5078102,0.47646192,0.6128938,0.5018299,0.51936114,0.48901942,0.5929477,0.47304016,0.5134161,0.57402074,0.52256906,0.5812046,0.6757101,0.46791485,0.52243054,0.6423143,0.53014296,0.37058994
C:\miniproject\dataset\B_R_S\2621.jpg,B_R_S,0.3843465,0.48008215,0.30440372,0.37583867,0.47477993,0.28729787,0.37869135,0.4867038,0.21258853,0.37989223,0.4680809,0.51160747,0.37656385,0.50067157,0.54768664,0.41198787,0.45776206,0.63660544,0.4054282,0.5195224,0.64532787,0.46477905,0.44335967,0.5733752,0.4513409,0.52983814,0.37258178,0.477932,0.4536892,0.3891236,0.4760204,0.5088479,0.17808104,0.5082327,0.47673148,0.6166388,0.50193644,0.51960355,0.5086351,0.5929588,0.47419238,0.523806,0.5725543,0.52363366,0.5872916,0.6745575,0.4680457,0.5122441,0.63942045,0.5313528,0.35580498
C:\miniproject\dataset\B_R_S\2622.jpg,B_R_S,0.38405913,0.47891107,0.30621037,0.3757364,0.47392458,0.26859033,0.37869656,0.48528135,0.22491027,0.37835547,0.4686496,0.5042234,0.37657297,0.49996743,0.5395924,0.41035685,0.4581247,0.6252866,0.40467113,0.52056766,0.6176005,0.46369222,0.44204867,0.58577085,0.45045388,0.5322082,0.3638926,0.4836626,0.45337757,0.4070514,0.48573256,0.5144039,0.21159275,0.5085265,0.47767267,0.6247373,0.5029223,0.5214141,0.54283893,0.5910046,0.47167927,0.5234934,0.5742274,0.5248671,0.55562484,0.67364746,0.46528536,0.44339517,0.6403208,0.53348106,0.4023834
C:\miniproject\dataset\B_R_S\2623.jpg,B_R_S,0.38671577,0.47706386,0.32550135,0.37808442,0.47245538,0.2853605,0.38041267,0.48448598,0.2757736,0.3802216,0.46776184,0.50702167,0.3776258,0.49716857,0.5482108,0.41126674,0.45781538,0.62599623,0.40470964,0.51984984,0.6289232,0.46511286,0.44268712,0.6227759,0.45007294,0.5317756,0.40386128,0.48800468,0.45237935,0.43250564,0.48836803,0.5132321,0.2064098,0.50911033,0.4768671,0.623472,0.50354844,0.5208354,0.56428385,0.59352905,0.47102395,0.5230693,0.57540345,0.52400756,0.537599,0.67537475,0.46501845,0.48174512,0.64092904,0.5333185,0.42296833
C:\miniproject\dataset\B_R_S\2624.jpg,B_R_S,0.38743362,0.4799273,0.34795895,0.3786104,0.47487518,0.3511321,0.38113803,0.48626238,0.28389832,0.38059008,0.4687041,0.5461965,0.37743345,0.49667627,0.5599913,0.41188502,0.45972702,0.63453126,0.40432838,0.51903814,0.6324307,0.4651647,0.44284952,0.61491364,0.44744352,0.53141963,0.40432018,0.4841824,0.45360357,0.42911568,0.483663,0.51169544,0.19817697,0.50917447,0.47821075,0.6390934,0.50319624,0.5217362,0.5657186,0.5957042,0.47187555,0.5193484,0.5762546,0.528283,0.36239395,0.67705685,0.46595788,0.48071194,0.64131254,0.5333832,0.40549156
C:\miniproject\dataset\B_R_S\2625.jpg,B_R_S,0.38556883,0.48001915,0.34433168,0.37685245,0.47492483,0.34424958,0.37984824,0.4863681,0.2592424,0.37920707,0.46882176,0.534293,0.37637734,0.49758574,0.5571785,0.41079968,0.4600435,0.6350916,0.40393862,0.5195587,0.62156063,0.46429756,0.4425224,0.61085707,0.44753814,0.53133386,0.40565,0.48533976,0.45215604,0.4215138,0.4861435,0.512367,0.20217769,0.5095499,0.4788049,0.63718826,0.50374556,0.5205641,0.5689926,0.5955899,0.47264993,0.5275301,0.5764668,0.52775764,0.34807295,0.6782385,0.46733373,0.537355,0.6413518,0.5344426,0.38984492
C:\miniproject\dataset\B_R_S\2626.jpg,B_R_S,0.38485357,0.4805069,0.33455905,0.37647045,0.47520837,0.33530006,0.3794191,0.48651892,0.24318925,0.37893957,0.46855173,0.5255298,0.37648314,0.4980176,0.5605858,0.411023,0.45885205,0.6339051,0.40382993,0.5205401,0.6118139,0.46464384,0.44279313,0.62453175,0.44837207,0.53201693,0.39680257,0.48628914,0.45219225,0.43454784,0.48836228,0.5123768,0.2027633,0.5099992,0.4776517,0.64601356,0.5038615,0.5207636,0.5702705,0.5964881,0.4716337,0.5195889,0.578267,0.5273068,0.34375343,0.6795476,0.4666861,0.52765596,0.64219195,0.5348517,0.37578562
C:\miniproject\dataset\B_R_S\2627.jpg,B_R_S,0.3863753,0.47995982,0.27194503,0.37577152,0.47623524,0.3305939,0.3786342,0.48771614,0.2291177,0.37862894,0.46723717,0.48275286,0.37593588,0.4985636,0.5429409,0.41098523,0.45697525,0.6203279,0.40374354,0.5224534,0.5917089,0.46311575,0.4422587,0.629598,0.445291,0.5303702,0.38272306,0.485087,0.45203346,0.44214517,0.48362288,0.509122,0.18483205,0.50861126,0.47720703,0.62994206,0.50232613,0.5205168,0.54666895,0.5918428,0.47271645,0.5575052,0.5762373,0.524244,0.5517624,0.67796683,0.46622998,0.5782091,0.6407969,0.533267,0.3750442
C:\miniproject\dataset\B_R_S\2628.jpg,B_R_S,0.3873467,0.48031735,0.2590626,0.3759476,0.4765302,0.3349663,0.37926432,0.4884177,0.21513733,0.3792208,0.46788958,0.5064268,0.37695405,0.50069195,0.5397945,0.41100183,0.4581048,0.63343304,0.40470216,0.52295345,0.56519765,0.46281078,0.44247603,0.61294645,0.4475367,0.5302314,0.37609342,0.48161072,0.4529468,0.43235713,0.4811716,0.5096405,0.18199746,0.5087339,0.4786572,0.6407872,0.50246954,0.52054816,0.5460334,0.59035885,0.47445303,0.56231755,0.57452804,0.52404463,0.58089846,0.6772566,0.46784925,0.62598646,0.6406464,0.5325574,0.3612706
C:\miniproject\dataset\B_R_S\2629.jpg,B_R_S,0.38735485,0.4806165,0.26776856,0.37614632,0.47671932,0.3481063,0.37919125,0.48865008,0.21940039,0.37909257,0.4678847,0.509405,0.37638283,0.5005945,0.53695756,0.41092438,0.45754588,0.6311795,0.40404364,0.5227501,0.58206004,0.46268672,0.44205883,0.6287472,0.4457301,0.53024894,0.38070562,0.48344642,0.45174956,0.4293774,0.4820652,0.50957865,0.18725492,0.5078712,0.47831866,0.6244984,0.5018405,0.52058274,0.53409857,0.5920483,0.47380158,0.56744856,0.5763358,0.5247441,0.5694211,0.67841,0.46731728,0.5811776,0.64152676,0.53387725,0.3713642
C:\miniproject\dataset\B_R_S\2630.jpg,B_R_S,0.38583124,0.47847924,0.26750433,0.3755732,0.47456107,0.3197635,0.37795228,0.48667374,0.22959554,0.3787673,0.4669733,0.4898353,0.37543473,0.49879277,0.51518553,0.41109827,0.45639378,0.6244931,0.40298694,0.52228004,0.595552,0.46353748,0.44283178,0.62750983,0.44548243,0.5303273,0.38281924,0.48465565,0.45170617,0.43221378,0.48281932,0.5099706,0.18913466,0.5076057,0.47856766,0.62300646,0.5021801,0.52127075,0.5430822,0.5929554,0.47217968,0.5473842,0.57619506,0.5284902,0.37171224,0.6791464,0.46634954,0.5170881,0.6435336,0.53594375,0.41556013
C:\miniproject\dataset\B_R_S\2631.jpg,B_R_S,0.38353947,0.48077747,0.33313036,0.37524906,0.4749476,0.33001488,0.3778445,0.48702025,0.22221287,0.3784268,0.4676173,0.4988098,0.37528536,0.49951428,0.5008169,0.410509,0.45759714,0.62889546,0.4026641,0.52277595,0.5983666,0.46268022,0.44299233,0.61684966,0.44553736,0.53003114,0.386043,0.48448244,0.45234367,0.42249927,0.4837418,0.5095513,0.18863642,0.5076491,0.47921014,0.62971324,0.5021657,0.520632,0.55183977,0.5929333,0.473608,0.5492278,0.57635266,0.5253682,0.55851275,0.678447,0.46780348,0.5704768,0.643873,0.53557456,0.40083486
C:\miniproject\dataset\B_R_S\2632.jpg,B_R_S,0.38599512,0.47984326,0.26301613,0.3748391,0.47605014,0.3333604,0.3778562,0.48802048,0.20909534,0.37862605,0.4681758,0.49869537,0.37551978,0.49977058,0.49201572,0.4104242,0.45828578,0.6368358,0.4030409,0.5207654,0.5786335,0.4624939,0.44255418,0.6393754,0.44731504,0.5309899,0.40682718,0.48859674,0.45419884,0.41639262,0.48600513,0.5111514,0.21120492,0.50957584,0.47848576,0.6488991,0.503681,0.51945585,0.55547166,0.593622,0.47342017,0.55085605,0.5768018,0.52512616,0.56240606,0.67755,0.46769515,0.5618172,0.6433447,0.5352081,0.38151622
